Name,Vendor ID,SMILES,CollectionName,Internal ID,MDR1-MDCK Papp_A2B (nm/s),MDR1-MDCK Papp_B2A (nm/s),MDR1-MDCK Recovery_A2B,MDR1-MDCK Recovery_B2A,LOG MDR1-MDCK ER (B-A/A-B),MDR1-MDCK Papp_A2B (cm/s),MDR1-MDCK Papp_B2A (nm/s),LOG10 MDR1-MDCK Papp_A2B (cm/s),LOG 10 MDR1-MDCK Papp_B2A (nm/s),LOG 10 ER Calc
42946564,42946564,COc1cc(ccn1)CNc1nc2ccccc2nc1C,emolecules,Mol1354,249,165,78,72,-0.177831921,0.0000249,0.0000165,-4.603800653,-4.782516056,-0.178715403
31888771,31888771,CCN1CCc2nc(sc2C1)NC(=O)Cc1ccc(cc1)Cl,emolecules,Mol1355,142,145,66,86,0.008600172,0.0000142,0.0000145,-4.847711656,-4.838631998,0.009079658
32070902,32070902,Cn1ccnc1CN(C1CC1)C(=O)c1[nH]c2ccccc2c1Cl,emolecules,Mol1357,32.9,407,79,87,1.093421685,0.00000329,0.0000407,-5.482804102,-4.390405591,1.092398511
1425831,1425831,Clc1ccc(cc1)Cc1nc(no1)-c1cccnc1,emolecules,Mol1358,215,98.3,54,53,-0.339134522,0.0000215,0.00000983,-4.66756154,-5.007446482,-0.339884942
24039580,24039580,CCC(=O)N(C)CC(=O)Nc1cccc(c1)F,emolecules,Mol1359,306,216,114,100,-0.151810883,0.0000306,0.0000216,-4.514278574,-4.665546249,-0.151267675
43583679,43583679,O=C1CCCc2c1[nH]c1cc(ccc21)-n1ccnc1-c1ccncc1,emolecules,Mol1360,27,392,76,91,1.161368002,0.0000027,0.0000392,-5.568636236,-4.406713933,1.161922303
43657264,43657264,O=C(NCCc1csc(n1)N1CCCC1)N1CCSCC1,emolecules,Mol1361,71.4,304,76,96,0.629409599,0.00000714,0.0000304,-5.146301788,-4.517126416,0.629175372
31274390,31274390,Cc1ccccc1N1C=CNC(=O)C1=O,emolecules,Mol1362,44.8,56.5,101,103,0.100370545,0.00000448,0.00000565,-5.348721986,-5.247951552,0.100770434
36705292,36705292,CCN(CC)C(=O)N1CCCN(CC1)C(=O)N(CC)CC,emolecules,Mol1363,76.4,345,106,105,0.654176542,0.00000764,0.0000345,-5.116906641,-4.462180905,0.654725736
4752649,4752649,c1ccc(cc1)-n1ncc2c(ncnc12)-n1ccnc1,emolecules,Mol1364,322,199,86,80,-0.209011525,0.0000322,0.0000199,-4.492144128,-4.701146924,-0.209002795
1542910,1542910,CCOC(=O)c1ccc(cc1)NC(=O)Cn1cnc2ccccc12,emolecules,Mol1365,70.1,300,68,57,0.631443769,0.00000701,0.00003,-5.154281982,-4.522878745,0.631403237
11883158,11883158,COC(=O)c1c([nH]c(c1C)C(=O)OCC(=O)N(C)Cc1cccs1)C,emolecules,Mol1366,104,153,49,68,0.167317335,0.0000104,0.0000153,-4.982966661,-4.815308569,0.167658092
45665715,45665715,CC(=O)N1CCC(CCNc2ccc3ccc(cc3n2)F)CC1,emolecules,Mol1367,306,243,103,88,-0.099632871,0.0000306,0.0000243,-4.514278574,-4.614393726,-0.100115153
50141257,50141257,O=C(CSC1CCCC1)N1CCC(CC1)n1ccnn1,emolecules,Mol1368,243,315,108,103,0.113943352,0.0000243,0.0000315,-4.614393726,-4.501689446,0.11270428
48835672,48835672,CC(C)(C)C(=O)N1CCC(CC1)CN1C(=O)N(C2CCCC2)C(=O)C1=O,emolecules,Mol1370,117,238,99,92,0.307496038,0.0000117,0.0000238,-4.931814138,-4.623423043,0.308391095
48780034,48780034,CC(=O)N1CCCN(CC1)Cc1c(nn(c1Cl)C)C,emolecules,Mol1371,81.5,260,94,91,0.503790683,0.00000815,0.000026,-5.088842391,-4.585026652,0.503815739
209461,209461,NC(=O)CC1CCN(CC1)c1ncccn1,emolecules,Mol1372,215,217,111,103,0.004321374,0.0000215,0.0000217,-4.66756154,-4.663540266,0.004021274
48764146,48764146,COc1ccc2nc(nc(c2c1)N1CC(CO)C1)C,emolecules,Mol1373,25.2,291,95,109,1.06069784,0.00000252,0.0000291,-5.598599459,-4.536107011,1.062492448
29627143,29627143,Nc1ccc(c(c1)Cl)C(=O)N1CCOCC1,emolecules,Mol1374,360,171,136,105,-0.322393047,0.000036,0.0000171,-4.443697499,-4.76700389,-0.32330639
25646720,25646720,O=C(CCc1ccc2c(c1)OCO2)Nc1nc2c(s1)CCC2,emolecules,Mol1375,127,29.9,31,50,-0.627087997,0.0000127,0.00000299,-4.896196279,-5.524328812,-0.628132533
165247,165247,Cc1nccc(n1)C1CCN(CC1)Cc1ncc[nH]1,emolecules,Mol1376,6.99,180,98,90,1.409933123,0.000000699,0.000018,-6.155522824,-4.744727495,1.410795329
31205261,31205261,CCCC(=O)Nc1ccc(c2ncccc12)C,emolecules,Mol1377,205,153,76,89,-0.129011186,0.0000205,0.0000153,-4.688246139,-4.815308569,-0.12706243
31863944,31863944,CC(C)CN1C(=O)NC(=O)c2c1nc1n2CCCCC1,emolecules,Mol1378,148,524,103,117,0.549003262,0.0000148,0.0000524,-4.829738285,-4.280668713,0.549069572
29676702,29676702,O=C1CCCN1C(=O)COc1cccc(c1)-c1nnco1,emolecules,Mol1379,228,208,90,90,-0.040958608,0.0000228,0.0000208,-4.642065153,-4.681936665,-0.039871512
228285,228285,CCn1nccc1-c1cc(ncn1)CC1CCNCC1,emolecules,Mol1380,3.43,188,97,97,1.737987326,0.000000343,0.0000188,-6.46470588,-4.725842151,1.738863729
31919176,31919176,CN(Cc1c(noc1C)C)C(=O)c1ccc(nc1)C,emolecules,Mol1381,193,261,115,99,0.130333768,0.0000193,0.0000261,-4.714442691,-4.583359493,0.131083198
31356688,31356688,O=C(CCN1N=Nc2ccccc2C1=O)Nc1ccncc1,emolecules,Mol1382,73.9,300,118,102,0.608526034,0.00000739,0.00003,-5.131355562,-4.522878745,0.608476816
1123117,1123117,O=C1Nc2cnccc2N1Cc1ccccc1,emolecules,Mol1383,210,325,122,101,0.190331698,0.000021,0.0000325,-4.677780705,-4.488116639,0.189664066
37000875,37000875,Cc1nn(c(c1C(=O)O)C)Cc1cccc(c1)Br,emolecules,Mol1384,225,356,108,104,0.198657087,0.0000225,0.0000356,-4.647817482,-4.448550002,0.19926748
32423148,32423148,Clc1ccc(cn1)Cc1nc(n[nH]1)-c1ccccc1,emolecules,Mol1385,152,231,74,85,0.181843588,0.0000152,0.0000231,-4.818156412,-4.63638802,0.181768392
23809094,23809094,CCCn1ncc2[nH]c(nc12)C1CCCCC1,emolecules,Mol1386,219,276,93,88,0.100370545,0.0000219,0.0000276,-4.659555885,-4.559090918,0.100464967
42961472,42961472,Cc1ccc(cc1F)-c1noc(n1)CCC(=O)N1CCCC1(C)C,emolecules,Mol1387,291,156,73,66,-0.271646218,0.0000291,0.0000156,-4.536107011,-4.806875402,-0.270768391
24879868,24879868,CCC(=O)N1CCCc2cc(ccc21)C(O)CN1CCN(CC1)c1ccc(cc1)OC,emolecules,Mol1388,96.5,163,,,0.227886705,0.00000965,0.0000163,-5.015472687,-4.787812396,0.227660291
2202636,2202636,O=C(Nc1nc2ccccc2[nH]1)C1CCCCC1,emolecules,Mol1389,297,214,86,89,-0.142064735,0.0000297,0.0000214,-4.527243551,-4.669586227,-0.142342676
2258308,2258308,O=C(Nc1nc2ccccc2[nH]1)c1ccncc1,emolecules,Mol1390,204,254,85,129,0.093421685,0.0000204,0.0000254,-4.690369833,-4.595166283,0.095203549
19162470,19162470,O=C(Cc1ccc2c(c1)OCCO2)NC1CCCCCC1,emolecules,Mol1391,423,261,108,91,-0.208309351,0.0000423,0.0000261,-4.373659633,-4.583359493,-0.20969986
32144061,32144061,CNC(=O)CN1CCCN(CC1)C(=O)c1c(nn(c1Cl)-c1ccccc1)C,emolecules,Mol1392,3.83,315,99,108,1.914343157,0.000000383,0.0000315,-6.416801226,-4.501689446,1.91511178
1933590,1933590,CC(C(O)c1ccc(cc1)O)N1CCC(CC1)Cc1ccccc1,emolecules,Mol1393,136,164,87,92,0.089905111,0.0000136,0.0000164,-4.866461092,-4.785156152,0.08130494
37817860,37817860,CC(C)(C)n1cc(cn1)CNc1cccnc1,emolecules,Mol1394,467,263,138,105,-0.248720896,0.0000467,0.0000263,-4.330683119,-4.580044252,-0.249361132
31929992,31929992,CN(C(=O)CNc1cccc(c1)-c1ccnc(n1)C)c1ccccc1,emolecules,Mol1395,232,223,91,90,-0.015922966,0.0000232,0.0000223,-4.634512015,-4.651695137,-0.017183122
1249615,1249615,Cc1cc(n2ncc(c2n1)C(=O)NC1CCCCC1)C,emolecules,Mol1396,302,212,89,89,-0.153662888,0.0000302,0.0000212,-4.519993057,-4.673664139,-0.153671082
44447021,44447021,Cc1ccc(cc1)N1CCN(CC1=O)C(=O)c1c(nc2sccn12)C,emolecules,Mol1397,61,410,105,99,0.827369273,0.0000061,0.000041,-5.214670165,-4.387216143,0.827454022
Z57841791,Z57841791,Cn1c(nc2ccccc12)CNC(=O)Cc1ccccc1,enamineHTS,Mol1398,138,310,93,97,0.352182518,0.0000138,0.000031,-4.860120914,-4.508638306,0.351482607
31875350,31875350,Cc1ccnc(c1)NC(=O)CN1CCCC1=O,emolecules,Mol1399,108,229,94,96,0.326335861,0.0000108,0.0000229,-4.966576245,-4.640164518,0.326411727
36440866,36440866,CC(=O)N1CCC(CC1)Cn1ccnc1-c1cc2ccccc2s1,emolecules,Mol1400,30.8,431,116,106,1.146128036,0.00000308,0.0000431,-5.511449283,-4.36552273,1.145926554
43112807,43112807,CC(C)c1cc(n2nccc2n1)N1CCc2[nH]nc(c2C1)C1CC1,emolecules,Mol1402,83.5,536,86,115,0.807535028,0.00000835,0.0000536,-5.078313525,-4.27083521,0.807478314
20650033,20650033,Fc1ccccc1-c1noc(n1)-c1ccc(nc1)NCCc1cnccn1,emolecules,Mol1403,198,28.2,53,59,-0.847711656,0.0000198,0.00000282,-4.70333481,-5.549750892,-0.846416082
32427430,32427430,COc1ccccc1OC1CCN(CC1)Cc1ccccc1C#N,emolecules,Mol1404,288,160,77,74,-0.254144805,0.0000288,0.000016,-4.540607512,-4.795880017,-0.255272505
31378890,31378890,O=C(NCC1(CC1)c1ccccc1)c1cccnc1,emolecules,Mol1405,327,248,106,97,-0.120904121,0.0000327,0.0000248,-4.485452247,-4.605548319,-0.120096072
19991792,19991792,Cc1nn(c(c1CCC(=O)NCC#C)C)C,emolecules,Mol1406,30.2,241,103,96,0.900913068,0.00000302,0.0000241,-5.519993057,-4.617982957,0.9020101
3683577,3683577,COc1cc2c(cc1OC)CN(CC2)C(=O)C1CCCN(C1)S(=O)(=O)c1cccs1,emolecules,Mol1407,22,210,85,77,0.986771734,0.0000022,0.000021,-5.657577319,-4.677780705,0.979796614
16732808,16732808,COc1cc2c(cc1OC)CN(CC2)C(=O)C1CCCN(C1)C(=O)C,emolecules,Mol1408,6.68,381,,,1.756636108,0.000000668,0.0000381,-6.175223538,-4.419075024,1.756148513
30696460,30696460,COc1cc2c(cc1OC)CN(CC2)C(=O)C1CCCN(C1)C(=O)OC(C)(C)C,emolecules,Mol1409,122,219,90,86,0.252853031,0.0000122,0.0000219,-4.913640169,-4.659555885,0.254084284
30431093,30431093,Cn1ncc-2c1CCc1sc(nc12)NC(=O)c1cccnc1,emolecules,Mol1410,140,221,93,78,0.198657087,0.000014,0.0000221,-4.853871964,-4.655607726,0.198264238
35733771,35733771,COc1ccc2nc(ccc2c1)NCc1cnn(c1)C,emolecules,Mol1411,311,165,94,93,-0.274088368,0.0000311,0.0000165,-4.507239611,-4.782516056,-0.275276445
27432296,27432296,O=C1NCCN1c1cccc(c1)C(=O)N1CCc2ccccc2C1,emolecules,Mol1412,61.7,353,97,96,0.757396029,0.00000617,0.0000353,-5.209714836,-4.452225295,0.757489541
36922204,36922204,Cc1nnc(c(c1C)C#N)N1CCCSCC1,emolecules,Mol1413,379,245,108,96,-0.189767482,0.0000379,0.0000245,-4.42136079,-4.610833916,-0.189473126
11011932,11011932,CN(C)CCN(Cc1ccccc1)C(=O)CCC(=O)Nc1ncc(n1C)-c1ccccc1,emolecules,Mol1414,3.92,150,89,101,1.582063363,0.000000392,0.000015,-6.406713933,-4.823908741,1.582805192
48794033,48794033,CC1(C)CN(C(=O)C2(CCC2)C(=O)N2CC(C)(C)C2(C)C)C1(C)C,emolecules,Mol1415,174,417,107,104,0.380211242,0.0000174,0.0000417,-4.759450752,-4.379863945,0.379586807
48224722,48224722,C1CN(CCO1)Cc1nc(c2c(csc2n1)-c1cccs1)N1CCc2[nH]ncc2C1,emolecules,Mol1417,4.06,339,74,84,1.921686475,0.000000406,0.0000339,-6.391473966,-4.469800302,1.921673665
38522400,38522400,CC(C)n1nnnc1-c1ccc(cc1F)N,emolecules,Mol1418,312,197,95,72,-0.200659451,0.0000312,0.0000197,-4.505845406,-4.705533774,-0.199688368
36671973,36671973,CN1CCN(C(=O)CCc2c(nn(c2C)C)C)c2ccccc2C1,emolecules,Mol1419,5.95,273,116,103,1.660865478,0.000000595,0.0000273,-6.225483034,-4.563837353,1.661645681
34501664,34501664,Fc1ccc(c(c1)Cl)C(=O)Nc1nc(cs1)-c1ccccn1,emolecules,Mol1420,127,18.9,39,48,-0.826813732,0.0000127,0.00000189,-4.896196279,-5.723538196,-0.827341917
32376162,32376162,Cc1n[nH]c(n1)-c1c(c2cc(ccc2n1C)F)C,emolecules,Mol1421,282,143,73,71,-0.293282218,0.0000282,0.0000143,-4.549750892,-4.844663963,-0.294913071
35754209,35754209,CCN1CCc2ncnc(c2C1)N(C)Cc1ccc2c(c1)OCCO2,emolecules,Mol1422,286,225,123,102,-0.104025268,0.0000286,0.0000225,-4.543633967,-4.647817482,-0.104183515
49964732,49964732,Cc1nc(n(n1)C)NCC(C)(C)c1ccccc1,emolecules,Mol1423,249,267,116,103,0.029383778,0.0000249,0.0000267,-4.603800653,-4.573488739,0.030311914
46651868,46651868,CCCc1nnc(o1)NCc1cn2ccc(cc2n1)C,emolecules,Mol1424,93.2,327,95,101,0.544068044,0.00000932,0.0000327,-5.030584088,-4.485452247,0.54513184
44457145,44457145,CNC(=O)c1ccccc1Nc1nc(ncc1Cl)Nc1ccc(cc1OC)N1CCOCC1,emolecules,Mol1425,62.3,191,59,73,0.485721426,0.00000623,0.0000191,-5.205511953,-4.718966633,0.486545321
45766450,45766450,COc1ccc(cc1NC(C)C)C(=O)N1CCCC1,emolecules,Mol1426,270,293,102,94,0.033423755,0.000027,0.0000293,-4.568636236,-4.53313238,0.035503856
42897127,42897127,FC(F)c1nc2cc(ccc2[nH]1)C(=O)OCc1cc(ccn1)Cl,emolecules,Mol1427,88.7,121,40,64,0.136720567,0.00000887,0.0000121,-5.05207638,-4.91721463,0.13486175
93438708,93438708,Cc1nc(c2c(ncnn12)N1CCC1)-c1cnn(c1-c1ccc(cn1)C(F)(F)F)C,emolecules,Mol1428,32.5,398,97,101,1.086359831,0.00000325,0.0000398,-5.488116639,-4.400116928,1.087999711
45689545,45689545,Brc1ccc(cc1)-n1cnc(c1)C(=O)N(CC#N)C1CC1,emolecules,Mol1429,231,241,91,102,0.017033339,0.0000231,0.0000241,-4.63638802,-4.617982957,0.018405063
43596043,43596043,CN(C)c1cccc(c1)Cn1ccnc1-c1ccc(cc1)O,emolecules,Mol1430,108,408,92,91,0.57634135,0.0000108,0.0000408,-4.966576245,-4.389339837,0.577236408
11479585,11479585,CC(C)(C)OC(=O)NCc1ccc(cc1)C(=N)NC(=O)OCc1ccccc1,emolecules,Mol1431,85.7,191,69,66,0.348304863,0.00000857,0.0000191,-5.067019178,-4.718966633,0.348052545
MCULE-6181763916,,Cc1noc(n1)OCC(=O)N1CCCCCC1,mcule,Mol1433,218,220,116,103,0.004321374,0.0000218,0.000022,-4.661543506,-4.657577319,0.003966187
25618066,25618066,Cc1csc(n1)NC(=O)c1ccc(cc1)-c1ccncc1,emolecules,Mol1434,73.9,13.2,33,60,-0.747146969,0.00000739,0.00000132,-5.131355562,-5.879426069,-0.748070507
49352627,49352627,CCN(C(C)C)C(=O)N1CCC(CC1)CC(=O)N1CCN(C)CC1,emolecules,Mol1435,18.1,294,111,105,1.209515015,0.00000181,0.0000294,-5.742321425,-4.53165267,1.210668756
36419852,36419852,Cc1cccc(c1)-n1cnnc1CCCN1CCOCC1,emolecules,Mol1436,10.5,321,98,129,1.484299839,0.00000105,0.0000321,-5.978810701,-4.493494968,1.485315733
149747,149747,Cc1ccnc(n1)C1CCN(CC1)C1CCCC1,emolecules,Mol1437,188,212,92,87,0.049218023,0.0000188,0.0000212,-4.725842151,-4.673664139,0.052178012
177167,177167,CN1CCC(CC1)c1nc2cc(ccc2[nH]1)C,emolecules,Mol1438,46.5,134,89,87,0.459392488,0.00000465,0.0000134,-5.332547047,-4.872895202,0.459651845
11938711,11938711,O=C1Nc2ccccc2N1C1CCN(CC1)Cc1nc(no1)-c1ccsc1,emolecules,Mol1440,79.3,296,77,74,0.571708832,0.00000793,0.0000296,-5.100726813,-4.528708289,0.572018524
11813013,11813013,CC(N1CCC(CC1)N1C(=O)Nc2ccccc21)c1nnc(o1)-c1cccs1,emolecules,Mol1441,24.6,518,,,1.324282455,0.00000246,0.0000518,-5.609064893,-4.28567024,1.323394653
3596324,3596324,O=C(CN1CCC(CC1)N1C(=O)Nc2ccccc21)N1CCc2ccccc21,emolecules,Mol1442,18,910,,,1.707570176,0.0000018,0.000091,-5.744727495,-4.040958608,1.703768887
29640121,29640121,CN(Cc1ccc(cc1)Cl)C(=O)c1ccc(nc1)-n1ccnc1,emolecules,Mol1443,351,379,104,108,0.033423755,0.0000351,0.0000379,-4.454692884,-4.42136079,0.033332094
32037496,32037496,N#Cc1ccccc1OCc1csc(n1)-c1ncccn1,emolecules,Mol1444,207,122,60,83,-0.229147988,0.0000207,0.0000122,-4.684029655,-4.913640169,-0.229610515
1556512,1556512,Nc1ccc2n(cnc2c1)CCc1ccccc1,emolecules,Mol1445,318,223,104,109,-0.154281982,0.0000318,0.0000223,-4.49757288,-4.651695137,-0.154122257
35754185,35754185,COc1cccc(c1)CN(C)c1ncnc2c1CN(C)CC2,emolecules,Mol1446,305,230,109,90,-0.122628654,0.0000305,0.000023,-4.515700161,-4.638272164,-0.122572003
35692276,35692276,CCONC(=O)c1sc(nc1C)C,emolecules,Mol1447,264,208,106,101,-0.103473783,0.0000264,0.0000208,-4.578396073,-4.681936665,-0.103540592
33368543,33368543,OC(=O)c1cnc(s1)/C=C/c1csc(n1)-c1ccsc1,emolecules,Mol1452,195,162,101,95,-0.079876674,0.0000195,0.0000162,-4.709965389,-4.790484985,-0.080519597
46026615,46026615,FC(F)(F)c1nccc(n1)NCCSc1nc2ccccc2o1,emolecules,Mol1453,62.3,19.7,26,50,-0.498940738,0.00000623,0.00000197,-5.205511953,-5.705533774,-0.50002182
48832018,48832018,OCC1CN(C1)C(=O)Cc1cccc(c1)I,emolecules,Mol1454,175,279,108,106,0.201397124,0.0000175,0.0000279,-4.756961951,-4.554395797,0.202566155
46603974,46603974,Cc1nc(c2c(noc2n1)C)NC1(CC1)c1cccc(c1)Cl,emolecules,Mol1455,249,217,83,74,-0.059981845,0.0000249,0.0000217,-4.603800653,-4.663540266,-0.059739613
32436924,32436924,CCc1oc2c(cccc2c1C)-n1cnnc1,emolecules,Mol1456,510,300,124,95,-0.231361899,0.000051,0.00003,-4.292429824,-4.522878745,-0.230448921
36458355,36458355,CCOC(=O)c1cccnc1-c1ccc2[nH]ccc2c1,emolecules,Mol1457,302,181,93,79,-0.222573178,0.0000302,0.0000181,-4.519993057,-4.742321425,-0.222328368
36568125,36568125,CCCN1CCn2nc(cc2C1)-c1nc2cc(ccc2[nH]1)OC,emolecules,Mol1458,227,187,93,97,-0.083546051,0.0000227,0.0000187,-4.643974143,-4.728158393,-0.084184251
49682290,49682290,Cc1cc(nc(n1)NCc1cnc(c(c1)C)C)C,emolecules,Mol1459,388,241,125,87,-0.206209615,0.0000388,0.0000241,-4.411168274,-4.617982957,-0.206814683
901986,901986,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,emolecules,Mol1460,2.73,207,93,97,1.878521796,0.000000273,0.0000207,-6.563837353,-4.684029655,1.879807698
45670925,45670925,Cc1nn(c(c1C#N)N)Cc1csc(n1)-c1cccs1,emolecules,Mol1461,251,173,70,70,-0.161780778,0.0000251,0.0000173,-4.600326279,-4.761953897,-0.161627618
32278090,32278090,COc1ccc2cc(ccc2c1)-c1[nH]c(nc1-c1ccncc1)-c1ccc(cc1)S(=O)C,emolecules,Mol1462,5.57,194,86,69,1.541579244,0.000000557,0.0000194,-6.254144805,-4.71219827,1.541946535
30043512,30043512,CN(Cc1ccccc1Br)C(=O)Nc1ccc(cc1)C(=O)N1CCCC1,emolecules,Mol1463,32.1,320,77,92,0.998695158,0.00000321,0.000032,-5.493494968,-4.494850022,0.998644946
25609569,25609569,COc1cccc(c1F)-c1cccc(n1)N,emolecules,Mol1464,262,200,79,67,-0.116906641,0.0000262,0.00002,-4.581698709,-4.698970004,-0.117271296
31968914,31968914,Cc1ccc(cn1)CNC(=O)c1cccs1,emolecules,Mol1465,273,230,101,99,-0.074687909,0.0000273,0.000023,-4.563837353,-4.638272164,-0.074434811
197945,197945,Cc1cc(cc(n1)C1CCCN(C1)CC(=O)Nc1ncc(s1)C)Nc1ccccn1,emolecules,Mol1466,5.315,135,,,1.559906625,5.315E-07,0.0000135,-6.274496731,-4.869666232,1.4048305
207489,207489,Fc1cccc(c1)-c1c[nH]nc1C1CCCN(C1)C(=O)CCc1ccc(cc1)Cl,emolecules,Mol1467,32.1,182,,,0.753583059,0.00000321,0.0000182,-5.493494968,-4.739928612,0.753566356
MCULE-2124560621,,CCOc1cccc(c1)CNCCc1c[nH]c2ccccc12,mcule,Mol1468,110,69.1,53,65,-0.202040356,0.000011,0.00000691,-4.958607315,-5.160521953,-0.201914638
49352631,49352631,CCN(C(C)C)C(=O)N1CCC(CC1)OC1CCOCC1,emolecules,Mol1469,316,241,114,101,-0.117475462,0.0000316,0.0000241,-4.500312917,-4.617982957,-0.11767004
53752451,53752451,Fc1ccc(cc1)CNC(=O)C1CCN(CC1)C(=O)/C=C/c1ccc(cc1)F,emolecules,Mol1470,45.8,282,70,78,0.788168371,0.00000458,0.0000282,-5.339134522,-4.549750892,0.78938363
1536313,1536313,C1Oc2ccc(cc2O1)CNC/C=C/c1ccccc1,emolecules,Mol1471,200,67.6,71,76,-0.472370099,0.00002,0.00000676,-4.698970004,-5.170053304,-0.4710833
32443301,32443301,Cc1nc(c2c(n1)CN(CC2)Cc1ccccc1)O,emolecules,Mol1472,32.1,314,102,103,0.990338855,0.00000321,0.0000314,-5.493494968,-4.503070352,0.990424616
31417877,31417877,Cn1cc(c(n1)C1CCCCC1)C(=O)O,emolecules,Mol1473,156,163,112,100,0.017033339,0.0000156,0.0000163,-4.806875402,-4.787812396,0.019063006
3035918,3035918,O=C(COc1ncnc2ccccc12)NC12CC3CC(CC(C3)C2)C1,emolecules,Mol1474,269,323,96,96,0.079181246,0.0000269,0.0000323,-4.57024772,-4.490797478,0.079450242
29689751,29689751,O=C(NCc1cccnc1)c1sccc1-c1ccccc1,emolecules,Mol1475,242,267,90,86,0.041392685,0.0000242,0.0000267,-4.616184634,-4.573488739,0.042695895
35700952,35700952,Cc1oc(c(c1Br)C(=O)N1CCNC(=O)C1)C,emolecules,Mol1476,41.6,246,108,97,0.772321707,0.00000416,0.0000246,-5.380906669,-4.609064893,0.771841776
24874030,24874030,COc1ccc(cc1)-c1ccc(cc1)CN(CCN(C)C)Cc1ccncc1,emolecules,Mol1477,11.1,22.8,28,37,0.31386722,0.00000111,0.00000228,-5.954677021,-5.642065153,0.312611868
31935468,31935468,O=C(NCCc1nnc2n1CCC2)c1ccc2c(c1)CCC2,emolecules,Mol1478,3.24,268,112,103,1.91750551,0.000000324,0.0000268,-6.48945499,-4.571865206,1.917589784
33353814,33353814,O=C(NC1CCCCCC1)c1ccc(cc1)-c1cnco1,emolecules,Mol1479,286,147,80,75,-0.287350298,0.0000286,0.0000147,-4.543633967,-4.832682665,-0.289048698
48242383,48242383,Cc1cnc(s1)CNCc1cccc2c1OCO2,emolecules,Mol1480,327,198,96,93,-0.216811309,0.0000327,0.0000198,-4.485452247,-4.70333481,-0.217882562
49976216,49976216,CNC(=O)Cc1nc(cs1)-c1cncc(c1)C,emolecules,Mol1481,188,184,97,95,-0.009661145,0.0000188,0.0000184,-4.725842151,-4.735182177,-0.009340026
16785188,16785188,Cn1ncc2c(ncnc12)Oc1cccc(c1)Oc1ccccn1,emolecules,Mol1482,278,187,76,76,-0.172630727,0.0000278,0.0000187,-4.555955204,-4.728158393,-0.172203189
11868858,11868858,CC(=O)Nc1nc(cs1)-c1c(cc(cc1C)C)C,emolecules,Mol1483,319,178,84,70,-0.252588192,0.0000319,0.0000178,-4.496209317,-4.749579998,-0.253370681
49968178,49968178,CN(Cc1ccc(nc1)N)c1ncccn1,emolecules,Mol1484,345,214,111,109,-0.207608311,0.0000345,0.0000214,-4.462180905,-4.669586227,-0.207405322
41287015,41287015,CN(CCc1ccccc1)C(=O)CC#N,emolecules,Mol1485,380,253,120,99,-0.176525771,0.000038,0.0000253,-4.420216403,-4.596879479,-0.176663075
31413696,31413696,Cc1csc(n1)Nc1ccc(cc1)C#N,emolecules,Mol1486,160,67.1,42,54,-0.377785977,0.000016,0.00000671,-4.795880017,-5.17327748,-0.377397462
32138137,32138137,Cc1noc(n1)CCNc1ncnc2ccccc12,emolecules,Mol1487,248,230,99,93,-0.033389013,0.0000248,0.000023,-4.605548319,-4.638272164,-0.032723845
18918409,18918409,CC1=C(Oc2c(cccc2C1=O)C(=O)NCCCN1CCCCC1)c1ccccc1,emolecules,Mol1488,36,397,113,101,1.041392685,0.0000036,0.0000397,-5.443697499,-4.401209493,1.042488006
152649,152649,CCCC(=O)N1CCC(CC1)c1cccc(n1)C,emolecules,Mol1489,440,252,133,98,-0.241088108,0.000044,0.0000252,-4.356547324,-4.598599459,-0.242052136
2042658,2042658,Fc1ccccc1CNC(=O)Cc1cccs1,emolecules,Mol1490,260,167,77,84,-0.19314197,0.000026,0.0000167,-4.585026652,-4.777283529,-0.192256877
16760340,16760340,Fc1ccc(cc1C(=O)Nn1cnc2ccccc12)Cl,emolecules,Mol1491,302,297,85,92,-0.00656377,0.0000302,0.0000297,-4.519993057,-4.527243551,-0.007250494
49310649,49310649,C1Cc2c(ncn2CCc2ccccc2)CN1c1ncccn1,emolecules,Mol1492,289,232,92,104,-0.095825632,0.0000289,0.0000232,-4.539102157,-4.634512015,-0.095409858
49951918,49951918,Cc1cccc(n1)NCC1CCN(CC1)C(=O)c1ccccc1,emolecules,Mol1493,257,304,108,101,0.071882007,0.0000257,0.0000304,-4.590066877,-4.517126416,0.07294046
11477618,11477618,O=C(NCCCNC(=O)c1cc2ccccc2[nH]1)c1ccc2c(c1)OCCO2,emolecules,Mol1494,43.1,290,60,76,0.828659897,0.00000431,0.000029,-5.36552273,-4.537602002,0.827920728
31847077,31847077,O=C(NC1CC1)c1cccc2cccnc12,emolecules,Mol1496,375,265,105,96,-0.149966742,0.0000375,0.0000265,-4.425968732,-4.576754126,-0.150785394
49151417,49151417,COCCc1nc(n(n1)CCO)-c1ccccc1-c1ccccc1,emolecules,Mol1497,30.3,480,98,113,1.201397124,0.00000303,0.000048,-5.518557371,-4.318758763,1.199798609
49973690,49973690,C1CCC(CC1)OCc1noc(n1)C1CC1,emolecules,Mol1498,386,341,94,103,-0.053547735,0.0000386,0.0000341,-4.413412695,-4.467245621,-0.053832926
